#Command: python3 Fitness_Esimation.py out/H37Rv_TTN.csv demodata/H37Rv/H37Rv_hmm_np.csv out/H37Rv.pickle demodata/H37Rv/H37Rv.prot_table
#Gumbel Calls: Calls from the Gumbel Analysis.
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are classified as ES and those found to be essential through Bernoulli  are classified as ESB
#Gene+TTN Summary: 318ES 54ESB 717GD 1006GA 1886NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gumbel Call,HMM+NP States,Gene+TTN States
Rv1479,moxR1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR1 ,14,1,False,,,,,,,,0.0071428571428571435,E,ES,ES
Rv1480,-,hypothetical protein Rv1480 ,6,3,False,,,,,,,,62.400000000000006,E,ES,ES
Rv1481,-,PROBABLE MEMBRANE PROTEIN ,15,3,False,,,,,,,,37.3,E,ES,ES
Rv1482c,-,hypothetical protein Rv1482c ,15,15,True,0.3152704743656495,0.1582935588121187,0.3274418710859259,0.02095170671538014,0.012171396720276395,0.9055044758473157,152.21428272216164,163.72,NE,NE,GA
Rv1483,fabG1,3-OXOACYL-,13,2,True,-1.7635667299083768,6.3201722080757e-19,-1.7872465063059502,7.001447855357081e-39,-0.02367977639757335,0.8362930784934917,,0.14615384615384613,NE,ES,GD
Rv1484,inhA,enoyl-(acyl carrier protein) reductase ,10,1,False,,,,,,,,0.01,E,ES,ES
Rv1485,hemH,ferrochelatase ,25,3,True,-1.794917108735682,2.9011708513088096e-37,-1.755817869230863,1.0086464220931929e-71,0.03909923950481908,0.4362597131244113,,0.072,U,ES,GD
Rv1486c,-,hypothetical protein Rv1486c ,8,8,True,0.19927737744034615,0.5421815080662125,0.005311724256909811,0.9819659908236256,-0.19396565318343634,0.2008692739829946,105.63407678622816,95.5125,NE,NE,NE
Rv1487,-,hypothetical protein Rv1487 ,4,4,True,0.4499780240473007,0.30763676792089706,0.5154199523272649,0.06429787653661383,0.0654419282799642,0.8622932367073026,103.72323072362026,160.575,NE,NE,NE
Rv1488,-,POSSIBLE EXPORTED CONSERVED PROTEIN ,16,16,True,0.6090532258711435,0.0022486396319430536,0.5409819515108893,4.4244884831962005e-05,-0.06807127436025417,0.37731352167153276,165.96188383135376,216.75,NE,NE,GA
Rv1489,-,hypothetical protein Rv1489 ,7,7,True,0.770229260466441,0.012353973973245625,0.5534924916060129,0.0070884156674690954,-0.21673676886042814,0.2180553826581692,294.2058583142676,295.7714285714286,NE,NE,GA
Rv1489A,-,hypothetical protein Rv1489A ,4,4,True,0.4100259592580063,0.3564744960132167,0.5156889413785819,0.06432932992791714,0.10566298212057562,0.7772818425325058,153.57045607038765,93.1,S,NE,NE
Rv1490,-,PROBABLE MEMBRANE PROTEIN ,38,35,True,-0.413692112302853,0.001284734706675473,-0.6383351542750747,6.743827336749134e-15,-0.22464304197222168,8.348877145181177e-14,46.09367991607589,38.85263157894737,NE,NE,GD
Rv1491c,-,hypothetical protein Rv1491c ,15,15,True,0.3390244469810336,0.12671347491671725,0.5071260869955518,0.00023174668415066352,0.16810164001451822,0.024115175497169614,99.8593583842637,124.98666666666666,NE,NE,GA
Rv1492,mutA,PROBABLE METHYLMALONYL-CoA MUTASE SMALL SUBUNIT MUTA (MCM) ,17,16,True,-0.06321186106271649,0.7892138277649567,-0.05408023781608949,0.723127952452795,0.009131623246627002,0.9213726101966194,71.40122941515357,79.61176470588235,NE,NE,NE
Rv1493,mutB,methylmalonyl-CoA mutase ,32,29,True,0.035462308727843714,0.8419355041415894,-0.06203060184284159,0.5630680820571006,-0.0974929105706853,0.002875547687385365,128.61404488351934,116.90312500000002,NE,NE,NE
Rv1494,-,hypothetical protein Rv1494 ,8,6,True,-0.5080925101846184,0.09223433434685267,-0.11245636778371179,0.6031861758514472,0.3956361424009066,0.010733487838716818,23.667443598959018,42.2875,NE,NE,NE
Rv1495,-,hypothetical protein Rv1495 ,6,6,True,0.3969626335295577,0.269873455992885,0.6223898990188974,0.004935987685952805,0.22542726548933972,0.28469426469645015,63.355998064057836,106.96666666666668,NE,NE,GA
Rv1496,-,arginine/ornithine transport system ATPase ,9,9,True,0.44419100300949893,0.12047121859124159,0.14006112814072494,0.48109807156525347,-0.30412987486877396,0.022110373294343264,122.68830230586767,124.92222222222222,NE,NE,NE
Rv1497,lipL,PROBABLE ESTERASE LIPL ,17,16,True,0.17245471050358918,0.43255477060172426,0.06619413902085687,0.6594706408363009,-0.10626057148273231,0.11110841531135057,106.96247613507532,122.97058823529412,NE,NE,NE
Rv1498c,-,PROBABLE METHYLTRANSFERASE ,17,16,True,0.422805702901328,0.035692572412643744,0.2952754775599831,0.027281710069376207,-0.1275302253413449,0.05129120485173792,155.03157168017512,167.14117647058828,NE,NE,GA
Rv1498A,-,hypothetical protein Rv1498A ,3,3,True,0.9518704308650673,0.048209592208276766,0.6137800232789347,0.05608303369544825,-0.3380904075861326,0.4863099096744853,212.48421534673935,365.8333333333333,NE,GA,NE
Rv1499,-,hypothetical protein Rv1499 ,5,5,True,0.8070720310150548,0.029014629525054264,0.5428178300235005,0.027860022432746535,-0.2642542009915543,0.3071806068977564,339.3623309400033,370.84000000000003,NE,GA,GA
Rv1500,-,PROBABLE GLYCOSYLTRANSFERASE ,36,28,True,-0.4155721107694211,0.0016908736993642463,-0.6521745688305386,1.2005422161893274e-14,-0.23660245806111752,1.6995928474118825e-13,159.5681406405253,115.00833333333334,NE,NE,GD
Rv1501,-,hypothetical protein Rv1501 ,34,31,True,-0.23148843702508404,0.11535566996797893,-0.4680145695125109,1.527696286073626e-07,-0.23652613248742688,2.638415563125113e-12,43.78560241788771,41.805882352941175,NE,NE,GD
Rv1502,-,hypothetical protein Rv1502 ,33,28,True,-0.4458754560781285,0.0012113147381688902,-0.5371725843323346,1.8260047026927886e-09,-0.0912971282542061,0.003998366696580923,28.293182612849098,29.442424242424238,NE,NE,GD
Rv1503c,-,hypothetical protein Rv1503c ,18,18,True,0.31347061884887517,0.12128706473930177,0.05022256926809086,0.7354887432410357,-0.2632480495807843,3.445889530018917e-05,207.70064979914025,179.77777777777777,NE,NE,NE
Rv1504c,-,hypothetical protein Rv1504c ,13,13,True,0.6012537257821603,0.007502981254900619,0.3535412139545469,0.020293713017493137,-0.2477125118276134,0.0047875410224087565,231.51188971135042,242.3923076923077,NE,NE,GA
Rv1505c,-,hypothetical protein Rv1505c ,27,21,True,-0.5313958541594858,0.00041515011790026587,-0.7290587430381652,8.214098479494383e-14,-0.19766288887867944,1.254682252703278e-06,46.49851364812016,52.71851851851852,NE,NE,GD
Rv1506c,-,hypothetical protein Rv1506c ,20,17,True,-0.4637697230345991,0.010923075828475884,-0.8491044489195044,6.128782965761464e-14,-0.3853347258849053,1.4126675829118085e-09,58.51657523855954,36.029999999999994,NE,NE,GD
Rv1507c,-,hypothetical protein Rv1507c ,26,23,True,-0.6734981508894251,5.8812123106748274e-06,-0.8763370311163139,5.602847395260709e-19,-0.20283888022688878,1.8071181878075413e-06,22.834815139892314,17.96923076923077,NE,NE,GD
Rv1507A,-,hypothetical protein Rv1507A ,18,14,True,-0.36220543695524104,0.06843418104678196,-0.530719979221411,2.1091109224396744e-05,-0.16851454226616996,0.0057005956199215205,46.97796315641999,57.92777777777778,NE,NE,GD
Rv1508c,-,Probable membrane protein ,44,44,True,0.5796803405583676,2.752765353207328e-07,0.5032196226011673,5.767584493565182e-11,-0.07646071795720033,0.0010324894832786534,162.8757841878581,217.25909090909087,U,NE,GA
Rv1508A,-,hypothetical protein Rv1508A ,13,13,True,0.20635591343061643,0.40849354268817395,0.10401921554993318,0.5326755761511381,-0.10233669788068325,0.26663650196224015,99.11957288301497,85.17692307692307,NE,NE,NE
Rv1509,-,hypothetical protein Rv1509 ,21,18,True,-0.39465194778900553,0.02867547100208885,-0.3395158611224014,0.004159173729246667,0.055136086666604134,0.3382383029486212,43.463552620705926,51.93333333333333,NE,NE,GD
Rv1510,-,conserved probable membrane protein ,23,23,True,0.63379521516827,8.195940454128652e-05,0.6195829274032877,7.795621839484619e-09,-0.01421228776498229,0.8243690717504819,175.62388543308776,210.51304347826087,U,NE,GA
Rv1511,gmdA,"GDP-D-mannose dehydratase gmdA (GDP-mannose 4,6 dehydratase) (GMD) ",20,18,True,0.4052099267418186,0.028335372116635914,0.2805836777602528,0.02252130539170128,-0.12462624898156582,0.022674654449063164,197.91677317590396,182.24,NE,NE,GA
Rv1512,epiA,probable nucleotide-sugar epimerase epiA ,13,11,True,-0.3941569461447676,0.09621599013933928,-0.4164118664762403,0.005703852841844864,-0.022254920331472694,0.8431109851024227,42.49751423949864,35.70769230769231,NE,NE,GD
Rv1513,-,hypothetical protein Rv1513 ,7,6,True,-0.3453759154247476,0.300404282094952,-0.5768921424857065,0.004893428823400819,-0.23151622706095892,0.18713573798531835,30.366158797637677,24.37142857142857,NE,NE,GD
Rv1514c,-,hypothetical protein Rv1514c ,19,16,True,-0.3662005064763521,0.057093604152165155,-0.3349057184291031,0.007234095309175246,0.031294788047249,0.6715325831565121,34.52931354662549,45.315789473684205,NE,NE,GD
Rv1515c,-,hypothetical protein Rv1515c ,18,15,True,-0.41093766672814924,0.035692572412643744,-0.2927358179547253,0.02404903984780694,0.11820184877342393,0.055119130130649494,31.17550047917951,44.43333333333334,NE,NE,GD
Rv1516c,-,probable sugar transferase ,11,10,True,-0.026490950197762833,0.930704402051347,-0.0331306539479372,0.8661804502159962,-0.006639703750174364,0.9655410842121463,44.28664359061121,51.972727272727276,NE,NE,NE
Rv1517,-,hypothetical protein Rv1517 ,15,12,True,-0.4511458841467699,0.03528352862687816,-0.19701840130810566,0.1769072520656042,0.25412748283866426,0.0008086193362952188,22.209295981098002,52.266666666666666,NE,NE,NE
Rv1518,-,hypothetical protein Rv1518 ,13,12,True,-0.12186475920257923,0.6387013888452271,-0.2635323293665673,0.08909682260813875,-0.14166757016398807,0.10918136884667558,52.97861509874693,56.776923076923076,NE,NE,NE
Rv1519,-,hypothetical protein Rv1519 ,3,3,True,0.2798789153263335,0.6036466135229931,0.30654817368929943,0.36252121522912567,0.02666925836296591,0.963683769320207,87.32604905765982,153.63333333333335,NE,NE,NE
Rv1520,-,probable sugar transferase ,26,26,True,0.5623857843685625,0.00022850080652241344,0.48776771175285677,1.9257537002056948e-06,-0.07461807261570569,0.07773810834863154,176.44004105528484,221.25,U,NE,GA
Rv1521,fadD25,acyl-CoA synthetase ,39,38,True,0.11156885843915372,0.442798026476208,-0.021940210541374853,0.8328854915194621,-0.13350906898052858,6.603996826577028e-07,106.6277398895103,107.23076923076923,NE,NE,NE
Rv1522c,mmpL12,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL12 ,52,48,True,0.08641467477565339,0.4962013725630869,0.02141234651575051,0.8080982443858028,-0.06500232825990288,0.0008998773047142727,103.10642992253285,117.05000000000001,NE,NE,NE
Rv1523,-,Probable methyltransferase ,21,21,True,0.39272602075757296,0.029529664116584458,0.2034897550253962,0.09594980041022988,-0.18923626573217675,0.00027985783858814424,163.10597713337063,155.43333333333334,U,NE,NE
Rv1524,-,Probable glycosyltransferase ,14,14,True,-0.1342070571116321,0.5894049252210701,-0.13244308996791435,0.3979752790064586,0.001763967143717765,0.9868547029259473,37.49730355458952,45.96428571428571,NE,NE,NE
Rv1525,wbbL2,POSSIBLE RHAMNOSYL TRANSFERASE WBBL2 ,22,17,True,-0.6970525955085789,1.843373992681843e-05,-0.6787538892060966,4.925942078436728e-10,0.018298706302482315,0.7784591598521025,20.920151733952085,20.777272727272727,NE,NE,GD
Rv1526c,-,Probable glycosyltransferase ,19,16,True,-0.03951874229275526,0.8636297535294633,-0.24729818570134857,0.052540595745159395,-0.2077794434085933,0.00035708493476968654,79.95479851141472,80.78421052631579,NE,NE,NE
Rv1527c,pks5,Probable polyketide synthase pks5 ,100,94,True,0.022050829382981366,0.8243858929600391,0.009996011917343249,0.8804541735713605,-0.012054817465638117,0.30496492657075935,74.5543674343801,89.42199999999998,NE,NE,NE
Rv1528c,papA4,PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA4 ,7,7,True,0.31468484016253917,0.34857329617161764,-0.11929853146907214,0.6064415022049604,-0.4339833716316113,0.01671090803387123,191.175229963007,151.95714285714283,NE,NE,NE
Rv1529,fadD24,acyl-CoA synthetase ,37,35,True,-0.2011560245728155,0.15783791393361182,-0.32896640564791974,0.00017945290310459588,-0.12781038107510423,5.625669639686137e-06,57.956203693222626,53.71081081081082,NE,NE,GD
Rv1530,adh,Probable alcohol dehydrogenase adh ,26,25,True,-0.3106717362274703,0.05927232525869821,-0.204785675089571,0.06029710538769671,0.1058860611378993,0.009917558694305231,24.333309511708972,36.026923076923076,NE,NE,NE
Rv1531,-,hypothetical protein Rv1531 ,8,7,True,-0.2797377246763392,0.3753351129437188,-0.4008326212609805,0.04085806545842391,-0.12109489658464134,0.4557655946125471,44.267185014703216,48.8,NE,NE,GD
Rv1532c,-,hypothetical protein Rv1532c ,6,6,True,0.2381543294679237,0.5257151314406184,0.19693276320188982,0.41209789221116466,-0.04122156626603388,0.8683422676321683,70.58729900414458,88.75,NE,NE,NE
Rv1533,-,hypothetical protein Rv1533 ,11,10,True,0.008251125133843537,0.9788693149269844,0.13041785228465597,0.46542001133935235,0.12216672715081243,0.2647806439122474,41.29644368678249,84.2181818181818,NE,NE,NE
Rv1534,-,Probable transcriptional regulator ,17,17,True,0.018152050154110724,0.9411222366332052,0.07429133100155264,0.6183250572869193,0.05613928084744191,0.4519621558724697,42.543742627961606,60.64117647058824,NE,NE,NE
Rv1535,-,hypothetical protein Rv1535 ,5,5,True,0.7533368506258813,0.04286207331794593,0.4810806982126653,0.05325918544757199,-0.272256152413216,0.29211145887703843,203.75132338842081,244.21999999999997,NE,NE,NE
Rv1536,ileS,isoleucyl-tRNA synthetase ,79,4,True,-1.8135737648349537,7.455874182750961e-119,-1.851162185468847,1.9149610015739495e-248,-0.03758842063389323,0.0034195008880325184,,0.04810126582278482,U,ES,GD
Rv1537,dinX,DNA polymerase IV ,14,14,True,0.1210716991926854,0.6273972385770876,0.12997189342823257,0.4081287392382086,0.008900194235547165,0.93777846103719,45.787892759657595,64.12142857142855,NE,NE,NE
Rv1538c,ansA,Probable L-aparaginase ansA ,14,14,True,0.0655461253011081,0.8007161522513061,0.15173932895924674,0.32717873596734326,0.08619320365813865,0.3189561356953657,39.998040809359985,61.392857142857146,NE,NE,NE
Rv1539,lspA,lipoprotein signal peptidase ,9,7,True,-0.7447062093667169,0.005615257726921891,-0.6892027290798496,9.951969374332562e-05,0.05550348028686736,0.7281530815758414,13.693065628915408,20.033333333333335,NE,GD,GD
Rv1540,-,CONSERVED HYPOTHETICAL PROTEIN MEMBER OF yabO/yceC/yfiI FAMILY ,14,12,True,-1.1950092850134955,1.1748461483270985e-09,-1.0116717838612854,6.239628003006444e-14,0.18333750115221004,0.02258432442768116,9.971903717386695,2.292857142857143,NE,GD,GD
Rv1541c,lprI,Possible lipoprotein lprI ,9,9,True,0.3877084844100575,0.18029659762709582,0.33976258260344167,0.06696905938918146,-0.04794590180661584,0.7652205346940628,85.35306361122703,138.86666666666667,NE,NE,NE
Rv1542c,glbN,Probable hemoglobin glbN ,8,8,True,0.49607778821778425,0.10119335505644783,0.2932639179325049,0.1411280687631533,-0.20281387028527936,0.18031491287801213,115.42676553026513,148.35,NE,NE,NE
Rv1543,-,POSSIBLE FATTY ACYL-CoA REDUCTASE ,15,14,True,0.6473979846825461,0.0015680844577752955,0.5431074716052754,7.429481404925807e-05,-0.10429051307727066,0.17882787694242971,235.70760531876059,257.64000000000004,NE,NE,GA
Rv1544,-,Possible ketoacyl reductase ,11,10,True,0.3757838946039558,0.14953519212238958,0.4180700155263768,0.011138858717246201,0.04228612092242101,0.7450513389782842,122.59691085022656,176.2,NE,NE,GA
Rv1545,-,hypothetical protein Rv1545 ,4,4,True,0.016531950122462547,0.973773488296996,0.35602472802598345,0.21000448111932007,0.3394927779035209,0.3120357183472864,71.17719874033305,144.65,S,NE,NE
Rv1546,-,hypothetical protein Rv1546 ,6,6,True,0.5328167553803455,0.12921991677666855,0.4965669972334166,0.027403528360088792,-0.03624975814692888,0.8880475731469197,128.630008478899,181.3333333333333,NE,NE,GA
Rv1547,dnaE,DNA polymerase III subunit alpha ,49,4,False,,,,,,,,7.530612244897959,E,ES,ES
Rv1548c,PPE21,PPE FAMILY PROTEIN ,43,41,True,0.018893577176610547,0.9018498663590152,0.23641860234775303,0.00431863721076277,0.21752502517114247,0.0,67.80157351324455,101.26976744186048,NE,NE,GA
Rv1549,fadD11.1,POSSIBLE FATTY-ACID-CoA LIGASE FADD11.1 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) ,4,4,True,0.09702652097890793,0.8470430282336439,0.21761370291256993,0.4625792570943253,0.120587181933662,0.745384259223354,92.11305745366346,190.00000000000003,NE,NE,NE
Rv1550,fadD11,PROBABLE FATTY-ACID-CoA LIGASE FADD11 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) ,28,27,True,0.40956228082748347,0.007526379508767471,0.2511156704543514,0.015397068596274023,-0.15844661037313207,3.16795045699031e-05,156.38785668752166,156.50357142857143,NE,NE,GA
Rv1551,plsB1,glycerol-3-phosphate acyltransferase ,33,32,True,0.057794718814910925,0.7273795780414162,-0.05584992840974649,0.6007509861037361,-0.11364464722465742,0.00032698424244514176,74.98447981918486,82.44545454545454,NE,NE,NE
Rv1552,frdA,fumarate reductase flavoprotein subunit ,41,39,True,-0.07136319579375551,0.6247748244803996,-0.0043299904738394466,0.9643358507390165,0.06703320531991606,0.008487895886512638,40.25728766321151,55.26829268292683,NE,NE,NE
Rv1553,frdB,PROBABLE FUMARATE REDUCTASE ,14,13,True,0.2418087958916255,0.3051977307532411,0.17310758939151896,0.25873631398506863,-0.06870120650010653,0.4495747349692935,105.78844537862366,121.77857142857142,NE,NE,NE
Rv1554,frdC,PROBABLE FUMARATE REDUCTASE ,10,10,True,0.23764928373680347,0.40273705269971277,0.2298902576804523,0.200288464463087,-0.007759026056351176,0.963683769320207,90.82764805069598,107.02000000000001,NE,NE,NE
Rv1555,frdD,fumarate reductase subunit D ,5,5,True,0.7414962835582611,0.04671414131869412,0.3200234124283629,0.20920396802963884,-0.42147287112989823,0.10506309704689917,169.1432725167092,233.32000000000002,NE,NE,NE
Rv1556,-,Possible regulatory protein ,15,15,True,0.43536302877863636,0.04265898758208167,0.4630770461100066,0.0008301927856762024,0.027714017331370244,0.7718482888962863,81.24312325631543,139.98666666666668,NE,NE,GA
Rv1557,mmpL6,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL6 ,21,20,True,0.2902655097917382,0.12128706473930177,0.22851241779094003,0.06005722098010928,-0.061753092000798177,0.2729221543558393,155.7162396539428,169.6809523809524,NE,NE,NE
Rv1558,-,hypothetical protein Rv1558 ,10,10,True,0.5658991373129735,0.03044751525871544,0.33550660796323944,0.056340715713123705,-0.23039252934973403,0.04769552474816462,202.1009858762175,224.01000000000005,NE,NE,NE
Rv1559,ilvA,threonine dehydratase ,27,3,True,-1.7147859238060428,9.32857047669579e-37,-1.8141934524275543,2.947665556303469e-82,-0.09940752862151148,0.01196719601699573,,4.122222222222222,U,ES,GD
Rv1560,-,hypothetical protein Rv1560 ,3,3,True,-0.28068039975973,0.6024756895364949,-0.6562649932746971,0.040256050306994154,-0.3755845935149671,0.43688637284619675,130.99920944350353,18.966666666666665,S,NE,GD
Rv1561,-,hypothetical protein Rv1561 ,9,9,True,0.3162686294000062,0.28192218250348683,0.23515309400567375,0.21497139046296238,-0.08111553539433247,0.5917229751985169,51.17771215187019,82.75555555555556,NE,NE,NE
Rv1562c,treZ,Maltooligosyltrehalose trehalohydrolase TreZ ,37,33,True,-0.23439667217730015,0.09522484560005791,-0.28703043876402234,0.0011733443279961383,-0.0526337665867222,0.07355409617701998,33.832062213344955,43.137837837837836,NE,NE,GD
Rv1563c,treY,Maltooligosyltrehalose synthase TreY ,35,28,True,-0.6317010339650518,6.339914307634286e-07,-0.5703378434950869,3.454096897159572e-11,0.06136319046996497,0.045926844025539,19.485048670377697,26.145714285714284,NE,NE,GD
Rv1564c,treX,Probable Maltooligosyltrehalose synthase TreX ,49,46,True,-0.2568111990403942,0.029774456553529536,-0.27298900704741585,0.000354740653005508,-0.016177808007021677,0.5445070571874916,58.964539440705316,63.92857142857143,NE,NE,GD
Rv1565c,-,hypothetical protein Rv1565c ,46,46,True,0.5560019664126502,4.89327365592032e-07,0.45481473126712535,1.8197589520947042e-09,-0.10118723514552486,5.1316365184187145e-06,199.0596408935953,203.09130434782614,U,NE,GA
Rv1566c,-,Possible inv protein ,11,11,True,0.5928694965467337,0.016186438513313257,0.5567743333840937,0.0005695443381408851,-0.036095163162640054,0.785271465451518,162.85850618029366,176.70000000000002,NE,GA,GA
Rv1567c,-,Probable hypothetical membrane protein ,10,10,True,0.826178218347006,0.0009078329278898117,0.6951001615077773,3.1864485539107176e-05,-0.13107805683922868,0.28094073303639727,449.3336780818401,472.1700000000001,NE,GA,GA
Rv1568,bioA,adenosylmethionine--8-amino-7-oxononanoate transaminase ,16,16,True,0.22148621878342808,0.31495891431114026,0.252901125919254,0.06920846449462521,0.031414907135825926,0.723326312712609,71.05423086514453,126.50625,NE,NE,NE
Rv1569,bioF1,8-amino-7-oxononanoate synthase ,7,7,True,0.2041532235155793,0.5600059034073104,0.2926135824191254,0.16986680567351997,0.08846035890354609,0.6644458941096942,72.84133822813176,81.5142857142857,NE,NE,NE
Rv1570,bioD,dithiobiotin synthetase ,2,2,True,0.12088702237352106,0.8644832158659804,0.3769419812605262,0.36037225689870256,0.25605495888700514,0.7595133723136056,39.79681933880667,77.0,S,NE,NE
Rv1571,-,hypothetical protein Rv1571 ,3,2,True,-0.834520444035412,0.08994958626789744,-0.5823148792193907,0.06970243121017748,0.2522055648160213,0.6088644927789411,26.34059210790655,11.866666666666667,NE,Uncertain,NE
Rv1572c,-,hypothetical protein Rv1572c ,1,1,True,0.37269990094053,0.6931246038270731,0.16800316166415263,0.7907180310325661,-0.20469673927637738,,43.440020191033724,80.1,S,Uncertain,NE
Rv1573,-,Probable phiRV1 phage protein ,1,1,True,-0.8708773091829971,0.3240545969112128,-0.1300331207347711,0.8412705393392473,0.740844188448226,,10.072547070629508,4.1,S,Uncertain,NE
Rv1574,-,Probable phiRV1 phage related protein ,3,3,True,0.046670231622781576,0.9371385317748164,0.313766166530367,0.35005241643547585,0.26709593490758543,0.5883578615286359,23.780583167517104,50.43333333333334,S,NE,NE
Rv1575,-,Probable phiRV1 phage protein ,8,7,True,-0.5888110747232722,0.04558897056314208,-0.6402812434704184,0.0007482811384907398,-0.05147016874714616,0.7761844955277969,22.16679234333834,19.925,NE,NE,GD
Rv1576c,-,Probable phiRV1 phage protein ,10,5,True,-1.4758084774558078,1.8517050953285977e-10,-1.3384752895134802,3.208433072219109e-17,0.13733318794232763,0.2553489455135758,2.016636930537254,2.5800000000000005,NE,GD,GD
Rv1577c,-,Probable phiRv1 phage protein ,8,6,True,-1.069235807426792,8.909569927609765e-05,-0.9609061539676501,1.6417884233879662e-07,0.10832965345914192,0.5152459935027849,7.361558362025862,6.362500000000001,NE,GD,GD
Rv1578c,-,Probable phiRv1 phage protein ,4,3,True,-0.6430878665334867,0.13599698985934178,-0.7185889287465655,0.008470000563683314,-0.07550106221307884,0.8430005269555936,26.18887136186108,26.525000000000002,NE,NE,GD
Rv1579c,-,Probable phiRv1 phage protein ,4,4,True,0.14137100849055703,0.770234870147969,0.060408661461710665,0.8529461610642237,-0.08096234702884636,0.8335477377227014,117.94491436887,74.67500000000001,S,NE,NE
Rv1580c,-,Probable phiRv1 phage protein ,5,5,True,0.6441609801734172,0.0912807434947239,0.6360204164659838,0.009033625624947104,-0.008140563707433324,0.9813009809319844,134.49883762294544,252.14000000000001,NE,NE,GA
Rv1581c,-,Probable phiRv1 phage protein ,7,7,True,0.21016312682711188,0.5487079509509544,0.17799143011543048,0.4242369387850729,-0.03217169671168141,0.8830859706039955,102.4409573630845,126.14285714285714,NE,NE,NE
Rv1582c,-,Probable phiRv1 phage protein ,33,29,True,-0.3998128902081413,0.004267561774519903,-0.2781949396337456,0.003202128631920711,0.12161795057439573,0.00012029756898799667,33.33509276923396,46.28787878787879,NE,NE,GD
Rv1583c,-,Probable phiRv1 phage protein ,5,5,True,0.19123195393238024,0.6479641942252338,0.03252912810294747,0.9146119032064816,-0.15870282582943276,0.5668021849663657,51.06514825133944,70.82,NE,NE,NE
Rv1584c,-,Possible phiRv1 phage protein ,3,3,True,0.2965993852463341,0.5806584797501281,0.11584990687642584,0.750568319966837,-0.1807494783699083,0.723326312712609,59.850013463791555,133.93333333333334,S,NE,NE
Rv1585c,-,Possible phage phiRv1 protein ,10,8,True,-0.7675915439321422,0.0023434955408114613,-0.7131228345497816,1.9071289437037757e-05,0.05446870938236059,0.703093646780497,21.927461425275325,17.479999999999997,NE,NE,GD
Rv1586c,-,Probable phiRv1 integrase ,17,15,True,0.003094746472844466,0.9904109957229502,0.022635925803211332,0.8887358078320434,0.019541179330366865,0.8226972365215603,85.77857632470148,112.85294117647061,NE,NE,NE
Rv1587c,-,Partial REP13E12 repeat protein ,15,15,True,0.27024302748532386,0.23162634429031304,0.1465813951389047,0.32751332460589444,-0.12366163234641916,0.10253917679290872,87.05254361058948,105.76666666666668,NE,NE,NE
Rv1588c,-,Partial REP13E12 repeat protein ,11,8,True,-0.30863319533624833,0.24360412816222404,0.012859597417453992,0.9486932443087844,0.32149279275370235,0.002844348478108258,44.40134244372866,72.39090909090909,NE,NE,NE
Rv1589,bioB,biotin synthase ,11,11,True,0.3382248543049233,0.1976971303221207,0.4081877541429431,0.013352520496247721,0.06996289983801984,0.5648569612941889,120.77643643804207,156.16363636363633,NE,NE,GA
Rv1590,-,hypothetical protein Rv1590 ,3,3,True,0.404714839541875,0.43945262173727667,0.2332953723589536,0.4980838985647445,-0.1714194671829214,0.7366526958500417,258.52744817286435,176.0666666666667,S,NE,NE
Rv1591,-,PROBABLE TRANSMEMBRANE PROTEIN ,9,9,True,0.5478444415106724,0.049040947766326504,0.24930801613667988,0.18654214512763465,-0.2985364253739925,0.02416063263456196,321.01977929992216,274.76666666666665,NE,NE,NE
Rv1592c,-,hypothetical protein Rv1592c ,25,24,True,0.054477256450705815,0.7805405215444758,0.03349741606578682,0.7913868625988008,-0.020979840384918992,0.7113051766816092,80.68751545417054,84.77199999999999,NE,NE,NE
Rv1593c,-,hypothetical protein Rv1593c ,12,12,True,0.30521233615811244,0.2269028948555181,0.1556589074968257,0.3549933398475378,-0.14955342866128674,0.12174594511153641,86.83846411269654,124.52499999999999,NE,NE,NE
Rv1594,nadA,quinolinate synthetase ,10,2,False,,,,,,,,0.18,E,ES,ES
Rv1595,nadB,L-aspartate oxidase ,24,3,False,,,,,,,,0.1375,E,ES,ES
Rv1596,nadC,nicotinate-nucleotide pyrophosphorylase ,15,4,False,,,,,,,,34.7,E,ES,ES
Rv1597,-,hypothetical protein Rv1597 ,12,12,True,0.3206188635179203,0.2024442955747626,0.3508134088428269,0.027443047701146195,0.03019454532490662,0.8024913511985984,80.91578680811797,124.69166666666666,NE,NE,GA
