ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gene+TTN States,HMM+NP States
Rv2033c,-,hypothetical protein Rv2033c ,12,12,True,0.061204541479603934,0.8513075783534912,0.04118425391747964,0.8339858179389115,-0.020020287562124296,0.874455996956888,72.95960813788382,80.27500000000002,NE,NE
Rv2034,-,Probable ArsR-type repressor protein ,3,3,True,-0.6152015435505659,0.28907493148535834,-0.7101847842071194,0.0287806508900442,-0.0949832406565535,0.8563364539682684,38.10194828133103,29.16666666666667,GD,NE
Rv2035,-,hypothetical protein Rv2035 ,12,12,True,0.20090178174978837,0.5103392628970884,-0.004769759465609497,0.9802814669846504,-0.20567154121539788,0.032755490723446884,93.3395046886556,106.325,NE,NE
Rv2036,-,hypothetical protein Rv2036 ,10,7,True,-0.8115004624942375,0.002869773051336392,-0.6571283480840547,0.0001008414158401214,0.15437211441018273,0.20061289403527566,26.196309551261283,22.8,GD,NE
Rv2037c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,18,17,True,-0.570141514927251,0.005482002155999324,-0.5492405870590971,1.0740596568667308e-05,0.020900927868153896,0.794345790018423,16.136516084740528,24.066666666666666,GD,NE
Rv2038c,-,Probable sugar-transport ATP-binding protein ABC transporter ,18,15,True,-0.5731341195461997,0.00517041779254527,-0.4648386449152164,0.00023624628374227814,0.10829547463098332,0.08620237926539653,26.583780503157527,36.46111111111111,GD,NE
Rv2039c,-,Probable sugar-transport integral membrane protein ABC transporter ,17,16,True,-0.14847655073887375,0.5664931173151737,-0.1877954937552389,0.19075278782056146,-0.039318943016365154,0.6257930552776191,41.1271997845908,50.56470588235294,NE,NE
Rv2040c,-,Probable sugar-transport integral membrane protein ABC transporter ,18,17,True,-0.2643790626443936,0.2582452642832753,-0.32761265735258277,0.012578279258733959,-0.06323359470818918,0.3582006360496311,41.39701007583347,51.53333333333333,GD,NE
Rv2041c,-,Probable sugar-binding lipoprotein ,25,25,True,-0.06783560823246984,0.7620846613966415,-0.11924119840957764,0.3239499960146944,-0.0514055901771078,0.28086583697116746,44.92786669981533,55.34400000000001,NE,NE
Rv2042c,-,hypothetical protein Rv2042c ,15,12,True,-0.3960438818690041,0.10118958063729813,-0.41463409096103243,0.0034300159897492416,-0.018590209092028354,0.8507561374212695,35.74242705776047,46.379999999999995,GD,NE
Rv2043c,pncA,PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase) ,11,11,True,-0.104355386529907,0.7576840528227811,-0.08999403056369043,0.6433586119202985,0.014361355966216571,0.9185863800423326,64.04969092327453,71.04545454545456,NE,NE
Rv2044c,-,hypothetical protein Rv2044c ,8,8,True,-0.013921276423203911,0.9743493092633037,-0.2714668495281844,0.19524601713709258,-0.2575455731049805,0.08875412904365661,115.92038537443943,109.0875,NE,NE
Rv2045c,lipT,Probable carboxylesterase LipT ,29,28,True,-0.07950378484957135,0.7002492252820771,-0.20805510029125265,0.04901940196747535,-0.1285513154416813,0.0004913697719561687,75.32316805284907,77.67241379310344,GD,NE
Rv2046,lppI,Probable lipoprotein lppI ,10,10,True,0.407650188182223,0.18343080564265607,0.2992813795690424,0.10356420572714964,-0.1083688086131806,0.39554676351213275,85.05081979531882,139.2,NE,NE
Rv2047c,-,hypothetical protein Rv2047c ,32,30,True,-0.2964984776742158,0.06980727613183096,-0.3101899103135954,0.0012664460986313137,-0.013691432639379608,0.7579340586006932,43.12080399151348,43.490625,GD,NE
Rv2048c,pks12,Probable polyketide synthase pks12 ,149,136,True,-0.483271590580241,2.7993046176993768e-14,-0.4179871750718963,2.7756383688646898e-24,0.06528441550834468,0.0,26.79389608652728,34.8751677852349,GD,NE
Rv2049c,-,hypothetical protein Rv2049c ,2,2,True,0.02895392748226487,0.9731105425177526,0.08168983479595453,0.8658772883468334,0.052735907313689656,0.9534120592639902,72.4320571063025,43.25,NE,NE
Rv2050,-,hypothetical protein Rv2050 ,5,2,True,-0.8981990934182668,0.3774577409382611,-1.4648684442802589,0.008616345135514746,-0.5666693508619921,,-1.3270994865982422,4.5,GD,GD
Rv2051c,ppm1,Polyprenol-monophosphomannose synthase Ppm1 ,33,17,False,,,,,,,,85.80909090909091,ES/ESD,ESD
Rv2052c,-,hypothetical protein Rv2052c ,22,22,True,0.13981293030695324,0.5355957472890676,0.14369598874552159,0.25945123355732674,0.003883058438568343,0.9577635391761167,105.99497944492228,115.78636363636362,NE,NE
Rv2053c,fxsA,FxsA ,5,5,True,0.438925947044465,0.3349525980631379,0.5197372077539189,0.040301959309464154,0.08081126070945382,0.7837029911901121,195.0522095638602,318.4599999999999,GA,GA
Rv2054,-,hypothetical protein Rv2054 ,18,18,True,0.4242223663029918,0.049187069669937106,0.31901912889902334,0.015356028546982573,-0.10520323740396847,0.09661267529180115,217.50288336786673,241.47222222222223,GA,GA
Rv2055c,rpsR,30S ribosomal protein S18 ,3,3,True,-0.37558317376114225,0.5384296082650168,0.07568346308097654,0.8471907992878241,0.45126663684211876,0.352712926187596,63.6347235848934,44.93333333333333,NE,GA
Rv2056c,rpsN,30S ribosomal protein S14 ,4,4,True,0.16265549774698537,0.7698818110869099,0.3957779379523831,0.17986251488364022,0.2331224402053977,0.5061578912314649,107.85907073888397,89.675,NE,GA
Rv2057c,rpmG,50S ribosomal protein L33 ,4,4,True,0.8557752501787972,0.06271362148953422,0.6074950253599288,0.030921775106579705,-0.24828022481886836,0.47586813737571454,365.53381881111744,422.975,GA,GA
Rv2058c,rpmB,50S ribosomal protein L28 ,5,5,True,0.8172063669723636,0.04552082204560692,0.5485973910382136,0.03033106246072787,-0.26860897593415,0.3059413880038862,422.4578775732301,532.1,GA,GA
Rv2059,-,hypothetical protein Rv2059 ,15,15,True,0.19597425882815706,0.4690489940141604,0.1923232169141802,0.21016932480389613,-0.00365104191397686,0.9722494541966239,91.97393104253096,130.16666666666666,NE,NE
Rv2060,-,Possible conserved integral membrane protein ,4,4,True,0.000628825754095248,0.9991551391429626,0.15139997699319796,0.6379618630094885,0.1507711512391027,0.6834284898569043,41.0857394576783,48.875,NE,NE
Rv2061c,-,hypothetical protein Rv2061c ,7,7,True,0.34426914434214195,0.3708758402286866,0.29254421872354863,0.19113136279199533,-0.05172492561859332,0.8058086550055494,64.26873002784724,106.64285714285714,NE,NE
Rv2062c,cobN,cobaltochelatase ,50,41,True,-0.3877059465627681,0.0012764202249876356,-0.3210750188759731,1.8881562276135497e-05,0.06663092768679496,0.0013124157592570127,42.48011446398983,57.82000000000001,GD,NE
Rv2063,-,hypothetical protein Rv2063 ,3,3,True,-0.007700878129531787,0.9900786942930261,-0.16236429899193763,0.663430773868272,-0.15466342086240584,0.7624892453175377,68.28889212004698,40.333333333333336,NE,NE
Rv2064,cobG,Possible cobalamin biosynthesis protein CobG ,10,9,True,-0.8003616121401739,0.003326018601494037,-0.1897334448122024,0.31991764566548514,0.6106281673279714,1.7067989816978348e-05,16.99552778786964,20.76,NE,NE
Rv2065,cobH,precorrin-8X methylmutase ,8,8,True,0.16029172613477766,0.6848274361680635,0.21509422849527032,0.31253287469371427,0.054802502360492666,0.7624892453175377,57.99831231372215,91.4875,NE,NE
Rv2066,cobI,"Probable bifunctional protein, CobI-CobJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase ",20,20,True,0.18495541661659243,0.42382013902074817,0.10928379973803277,0.42827538495317874,-0.07567161687855965,0.19556176913278814,110.51979838744822,128.70499999999998,NE,NE
Rv2067c,-,hypothetical protein Rv2067c ,35,33,True,-0.19593061616937366,0.24092302322321021,-0.15487280970895448,0.11690523561110343,0.04105780646041918,0.21662655378822634,60.65982254268765,91.81142857142859,NE,NE
Rv2068c,blaC,CLASS A BETA-LACTAMASE BLAC ,15,15,True,0.6310641604849643,0.004888829511223753,0.5269152575093522,0.00013850705725454578,-0.10414890297561208,0.1843326726059656,259.03532578546003,281.3,GA,NE
Rv2069,sigC,RNA polymerase sigma factor SigC ,8,8,True,0.2604041482693218,0.48234009999156713,0.24680924879372085,0.24203920476155075,-0.013594899475600941,0.945259640379877,76.5548810855405,113.8125,NE,NE
Rv2070c,cobK,cobalt-precorrin-6x reductase ,16,13,True,-0.670115072582103,0.0017074214675192809,-0.22405982618516693,0.12512182406784453,0.44605524639693606,8.027408453874868e-08,23.34202467523702,36.73125,NE,NE
Rv2071c,cobM,Probable precorrin-4 C11-methyltransferase CobM ,17,16,True,-0.08129032641119342,0.7643587241159114,-0.022253835117521267,0.8920610672194158,0.05903649129367215,0.4317593127383669,60.83437491934029,113.70588235294117,NE,NE
Rv2072c,cobL,Probable precorrin-6y methyltransferase CobL ,13,13,True,-0.20148924657599093,0.4881884466889247,-0.22551580397771512,0.16862155043384958,-0.024026557401724186,0.8310295361217385,55.58383825235805,50.17692307692308,NE,NE
Rv2073c,-,Probable shortchain dehydrogenase ,10,10,True,0.26563575429338665,0.41468563325077934,0.24651965844204507,0.1881993405732155,-0.01911609585134158,0.9006094263141184,87.72531948078817,127.6,NE,NE
Rv2074,-,hypothetical protein Rv2074 ,6,6,True,0.12413363960431051,0.786078501860867,0.3755175051909794,0.11495538565045502,0.25138386558666886,0.2346486218142499,52.57637877265645,61.86666666666665,NE,NE
Rv2075c,-,Possible hypothetical exported or envelope protein ,26,26,True,0.5069706207316282,0.002635875485936831,0.2837292148064825,0.009189413581318712,-0.22324140592514574,3.4697112739869163e-07,206.06084098947997,221.1961538461539,GA,NE
Rv2076c,-,hypothetical protein Rv2076c ,5,5,True,0.6332216384065515,0.1362598019539509,0.5463386988766334,0.030270685747720273,-0.0868829395299181,0.769116778146049,144.05471454376774,183.95999999999998,GA,NE
Rv2077c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,20,20,True,0.41018265383869307,0.04460775312736753,0.23392887982515842,0.06820556584955316,-0.17625377401353465,0.0014076403312882466,189.26604438478157,189.61499999999998,NE,NE
Rv2077A,-,hypothetical protein Rv2077A ,8,7,True,-0.10840182640947141,0.783814024918002,-0.21043300317648622,0.3247567829227178,-0.10203117676701481,0.5459578421549688,85.10031233362105,94.225,NE,NE
Rv2078,-,hypothetical protein Rv2078 ,2,2,True,0.2926002891808443,0.712645220439761,0.3374069577478941,0.44143668693370275,0.04480666856704979,0.9594145665211796,50.8540239891574,80.8,NE,NE
Rv2079,-,hypothetical protein Rv2079 ,35,32,True,-0.2801377493547736,0.07368272147536245,-0.2183892639848506,0.021188288205720277,0.061748485369923,0.04759312645858898,85.58494246878077,82.91142857142857,GD,NE
Rv2080,lppJ,Possible lipoprotein lppJ ,10,10,True,0.6405369581969563,0.02425182684748468,0.48506583110237383,0.0052557384314970475,-0.1554711270945825,0.1971393054601473,170.6184946280902,224.51000000000005,GA,NE
Rv2081c,-,POSSIBLE TRANSMEMBRANE PROTEIN ,8,8,True,0.6809576741012123,0.03397980861842138,0.31570362800938806,0.12674894880158633,-0.36525404609182427,0.01840155622936419,281.7038614775733,213.825,NE,NE
Rv2082,-,hypothetical protein Rv2082 ,38,37,True,0.26803279375884653,0.07443012851049703,0.392979035395185,4.379546108620081e-06,0.12494624163633844,7.174934800407875e-06,130.40007764198742,182.35263157894735,GA,NE
Rv2083,-,hypothetical protein Rv2083 ,6,6,True,0.03711549726637411,0.9415099778279115,0.048310162014783775,0.86264733127964,0.011194664748409668,0.9671354930172625,106.80339512447851,110.41666666666667,NE,NE
Rv2084,-,hypothetical protein Rv2084 ,25,25,True,0.11675411043645427,0.5860265199962919,0.153316544086557,0.19621966909053468,0.03656243365010274,0.4768677769269274,61.705086938107016,87.97200000000001,NE,NE
Rv2085,-,hypothetical protein Rv2085 ,3,3,True,-0.8335446188351513,0.12674302586569358,-0.6033329848776319,0.06846913158290617,0.23021163395751942,0.648099513740592,41.17566048789385,11.733333333333334,NE,Uncertain
Rv2086,-,hypothetical protein Rv2086 ,12,12,True,0.08183182767855661,0.803041868362668,-0.13067640076827475,0.4674672398553081,-0.21250822844683137,0.027283156479818223,47.061693487488476,56.65833333333334,NE,NE
Rv2087,-,hypothetical protein Rv2087 ,6,6,True,-0.575966803240087,0.13791073719445976,-0.4374490849557527,0.060720051600450596,0.1385177182843343,0.5439759730879514,21.224316630669026,18.516666666666666,NE,NE
Rv2088,pknJ,PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE J PKNJ (PROTEIN KINASE J) (STPK J) ,30,28,True,-0.3452261109838489,0.0377790200601216,-0.36416510640833294,0.0001986322741373614,-0.018938995424484018,0.6850159187309539,52.32550713282887,58.14666666666666,GD,NE
Rv2089c,pepE,Probable dipeptidase PepE ,22,21,True,-0.3701639189563214,0.05843118041084475,-0.38684878984285787,0.0008195410507374429,-0.016684870886536474,0.7985358528305835,30.08572603883905,36.28181818181818,GD,NE
Rv2090,-,Probable 5'-3' exonuclease ,16,15,True,0.07998524870092068,0.7740877255791456,0.017452861573718788,0.9154848798727059,-0.06253238712720188,0.4345582741954805,106.85824966000554,109.375,NE,NE
Rv2091c,-,Probable membrane protein ,20,20,True,0.3255033680432602,0.12435538143078624,0.3010349582388562,0.015975269268703716,-0.024468409804404012,0.7329479168276085,81.46254342013088,122.57499999999997,GA,NE
Rv2092c,helY,PROBABLE ATP-DEPENDENT DNA HELICASE HELY ,41,40,True,0.10166058256976258,0.5384296082650168,0.14297385757570097,0.11677599891519166,0.041313275005938385,0.1342047915252708,93.23669902134868,112.5512195121951,NE,NE
Rv2093c,tatC,Probable Sec-independent protein translocase transmembrane protein tatC ,13,8,True,-0.6160392179448106,0.28864462339074115,-1.0841274034046404,0.0005118594009241732,-0.4680881854598298,0.3370101422553461,69.63400042275353,23.900000000000002,GD,GD
Rv2094c,tatA,twin argininte translocase protein A ,3,2,True,-1.0386068615211825,0.04920473428558029,-1.163016591844044,0.00017151214935269316,-0.12440973032286151,0.8089334881071805,77.38655350406039,45.03333333333333,GD,Uncertain
Rv2095c,-,hypothetical protein Rv2095c ,15,15,True,0.3305563007698302,0.18706754609644674,0.2645649804380302,0.07462299552495374,-0.06599132033180005,0.4409868113828562,128.76392674567415,174.89333333333337,NE,NE
Rv2096c,-,hypothetical protein Rv2096c ,15,13,True,-0.06999156039767342,0.8100158843167214,0.2044458837643339,0.17983060863858952,0.2744374441620073,0.00041043963248458333,66.87295001803265,118.63333333333334,NE,NE
Rv2097c,-,hypothetical protein Rv2097c ,22,22,True,-0.26015746333816775,0.21157725718474765,-0.35769105211836605,0.0021393648175903504,-0.0975335887801983,0.05371617452373818,46.73882304196772,58.3,GD,NE
Rv2100,-,hypothetical protein Rv2100 ,19,18,True,0.24491433418787822,0.2886405414508253,0.06567335132685505,0.6581977100135283,-0.1792409828610232,0.0021319577812462876,169.40280687223537,183.70526315789473,NE,NE
Rv2101,helZ,PROBABLE HELICASE HELZ ,29,26,True,0.08440958672820524,0.6838690674850272,0.11444022448872725,0.306088065594691,0.030030637760522005,0.5013935612414391,143.68798621557403,166.67931034482757,NE,NE
Rv2102,-,hypothetical protein Rv2102 ,12,12,True,0.09689846200173527,0.7642440880723197,0.08538604919263602,0.6457708951492372,-0.011512412809099246,0.9300809687120982,102.37535881644186,127.12500000000001,NE,NE
Rv2103c,-,hypothetical protein Rv2103c ,5,5,True,0.10650740278978164,0.8327966439198077,0.1344148208301254,0.6407054521599832,0.02790741804034376,0.9308527614296461,138.77485250286222,164.14,NE,NE
Rv2104c,-,hypothetical protein Rv2104c ,2,2,True,0.4137972790313523,0.5854816073368952,0.43724212927821643,0.30438370764910594,0.023444850246864102,0.9790560834161823,62.50101736216481,102.7,NE,NE
Rv2105,-,PROBABLE TRANSPOSASE ,4,4,True,0.38397234432951155,0.4621405597164026,0.3630427953732468,0.22554254416300606,-0.020929548956264754,0.9588353082507189,177.15322641396423,221.75,NE,NE
Rv2106,-,PROBABLE TRANSPOSASE ,25,24,True,0.378555531657716,0.03752982613083117,0.16400268283393132,0.16504506920061152,-0.21455284882378467,1.913685493386653e-06,169.19512815777566,182.05200000000002,NE,NE
Rv2107,PE22,PE FAMILY PROTEIN ,10,10,True,0.30939581308795,0.3359629118928537,0.10075206710340893,0.6231090254493303,-0.20864374598454105,0.07747162401274435,94.6483583509047,117.67999999999999,NE,NE
Rv2108,PPE36,PPE FAMILY PROTEIN ,22,22,True,0.5287111220057289,0.004173933148377953,0.3018329199325707,0.010823828255596352,-0.22687820207315818,1.0587144880848784e-05,161.16845327283184,183.99545454545458,GA,NE
Rv2109c,prcA,proteasome (alpha subunit) PrcA ,18,3,False,,,,,,,,0.07222222222222222,ES/ESD,ES
Rv2110c,prcB,proteasome (beta subunit) PrcB ,18,2,False,,,,,,,,0.9222222222222223,ES/ESD,ES
Rv2111c,-,hypothetical protein Rv2111c ,1,1,False,,,,,,,,0.6,Uncertain,Uncertain
Rv2112c,-,hypothetical protein Rv2112c ,33,33,True,-0.41806486888509514,0.005872508581734972,-0.5502343771060382,7.416496631243625e-10,-0.13216950822094303,4.122137297101093e-05,22.65066350651835,22.97272727272727,GD,NE
Rv2113,-,Probable integral membrane protein ,12,11,True,0.6641958973520147,0.008948891397484357,0.34511615303347276,0.033981964767614,-0.3190797443185419,0.0013566026927651165,595.4137434221607,455.81666666666666,GA,GA
Rv2114,-,hypothetical protein Rv2114 ,14,14,True,0.470234176049918,0.05473265518412797,0.5204774862566103,0.0002943320767764308,0.05024331020669226,0.6057610828391489,144.7835885239719,214.75714285714284,GA,GA
Rv2115c,-,Probable ATPase ,30,30,True,-0.26032321242879397,0.13266687008078543,-0.4909164565199415,2.673057999227611e-07,-0.2305932440911475,1.883895782856862e-09,51.913436406674926,36.33666666666666,GD,NE
Rv2116,lppK,Probable conserved lipoprotein lppK ,6,6,True,0.1767403787579567,0.696587806201319,0.2512103840973333,0.30664163666025485,0.07447000533937662,0.75975707635939,50.53203167883513,115.56666666666668,NE,NE
Rv2117,-,hypothetical protein Rv2117 ,3,3,True,0.1837197133201851,0.7749151410740289,0.4229749244623998,0.2192073273067,0.2392552111422147,0.6337546603909409,52.43200865365716,131.0,NE,NE
Rv2118c,-,POSSIBLE RNA METHYLTRANSFERASE ,15,14,True,0.30580598839525974,0.22814590391916822,0.3250933335727522,0.024920740141497227,0.019287345177492476,0.8422534900009611,130.28825362522198,161.10666666666668,GA,NE
Rv2119,-,hypothetical protein Rv2119 ,21,21,True,0.10524383176088377,0.6608059614517732,0.15770225901768786,0.22598095684250064,0.052458427256804094,0.37537914109852594,73.09882941271579,105.05238095238094,NE,NE
Rv2120c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,8,7,True,-0.27444588263505515,0.4568778016872671,0.12615032346298605,0.5745469514784234,0.4005962060980412,0.010875926241783912,29.728567993971296,67.1625,NE,NE
Rv2121c,hisG,ATP phosphoribosyltransferase ,9,0,False,,,,,,,,0.0,ES/ESD,ES
Rv2122c,hisE,phosphoribosyl-ATP pyrophosphatase ,3,0,False,,,,,,,,0.0,Uncertain,ES
Rv2123,PPE37,PPE FAMILY PROTEIN ,22,22,True,0.05659282559838176,0.8139174082679304,0.046139683362747964,0.7391027109906952,-0.010453142235633796,0.8805142530467555,78.80725321959115,100.03181818181817,NE,NE
Rv2124c,metH,"Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS) ",45,43,True,-0.024466303085342013,0.8880609969190824,-0.09834120235561193,0.2704516459783028,-0.07387489927026991,0.0014123479642940652,67.07941512595956,78.01333333333334,NE,NE
Rv2125,-,hypothetical protein Rv2125 ,11,11,True,0.4182012389613486,0.14608593462731612,0.27414725370217,0.11859048862773419,-0.14405398525917856,0.18465307664469072,141.52774303013342,206.34545454545457,NE,NE
Rv2126c,PE_PGRS37,PE-PGRS FAMILY PROTEIN ,6,5,True,-0.5550743725753973,0.1557007204405151,-0.1552775790511775,0.5468748478010524,0.39979679352421976,0.06005632368016722,56.474087584667245,45.6,NE,NE
Rv2127,ansP1,Probable L-asparagine permease ansP1 ,26,26,True,0.4980584499705559,0.003212902575682254,0.4382426716338849,2.5855030920937694e-05,-0.05981577833667101,0.17777130392152854,155.18046857127163,192.20384615384617,GA,NE
Rv2128,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,6,6,True,0.3922187436352312,0.34414194419462013,0.6265425647449601,0.00520752360328244,0.23432382110972888,0.2685329842253951,70.95549682484058,170.33333333333334,GA,NE
Rv2129c,-,short chain dehydrogenase ,14,14,True,0.14267224856902194,0.622553163289955,0.24391010001121144,0.11748404098520332,0.1012378514421895,0.2365163284378733,75.11229542203776,110.47857142857143,NE,NE
Rv2130c,cysS,cysteinyl-tRNA synthetase ,25,19,False,,,,,,,,2.6520000000000006,ES/ESD,GD
Rv2131c,cysQ,POSSIBLE MONOPHOSPHATASE CYSQ ,9,9,True,0.2376224686078988,0.4993309756972915,0.33125959895336804,0.0858617098737826,0.09363713034546925,0.5289460391932421,38.53123732851374,85.74444444444445,NE,NE
Rv2132,-,hypothetical protein Rv2132 ,3,3,True,0.4200673499635113,0.48776861438590324,0.3032818863812823,0.38928929252353145,-0.11678546358222902,0.8209253567065581,89.15957842819448,203.9,NE,NE
Rv2133c,-,hypothetical protein Rv2133c ,10,10,True,0.4428454270642917,0.1412735461995389,0.1476685645674492,0.4519751046599243,-0.2951768624968425,0.013464662595566623,119.24788254171237,150.93,NE,NE
Rv2134c,-,hypothetical protein Rv2134c ,8,8,True,0.05434882113389119,0.8950551259936211,0.22879060030392848,0.2802224053411016,0.17444177917003728,0.25967714414834425,88.94367608731935,101.06249999999999,NE,NE
Rv2135c,-,hypothetical protein Rv2135c ,6,6,True,0.2969258586997409,0.4878664020088702,0.4268623135599266,0.06807865761979827,0.12993645486018568,0.5708632047082142,69.5877973490757,127.13333333333334,NE,NE
Rv2136c,uppP,undecaprenyl pyrophosphate phosphatase ,14,14,True,0.06952417491185417,0.8178792680954126,0.3586821244477761,0.016116375763620294,0.2891579495359219,0.0005720528218954503,106.29268999972803,195.72857142857146,GA,NE
Rv2137c,-,hypothetical protein Rv2137c ,7,7,True,0.2802494803784825,0.4793972084796759,0.25234382008459133,0.2659315154696938,-0.027905660293891188,0.8998113304893842,63.61822061696808,104.07142857142857,NE,NE
Rv2138,lppL,Probable conserved lipoprotein LppL ,20,17,True,-1.2212671912290667,8.751048059633997e-09,-1.3320111577356302,1.9983719898037472e-23,-0.11074396650656348,0.18941955011865788,14.13042115493431,7.1000000000000005,GD,GD
Rv2139,pyrD,dihydroorotate dehydrogenase 2 ,14,3,False,,,,,,,,21.557142857142857,ES/ESD,ES
Rv2140c,TB18.6,hypothetical protein Rv2140c ,12,11,True,-0.2221805873709724,0.461346053128282,-0.21603881918167736,0.207684377497736,0.006141768189295044,0.9618087968930881,71.60446605976627,51.6,NE,NE
Rv2141c,-,hypothetical protein Rv2141c ,22,22,True,0.2791123964520058,0.17572600896247756,0.33923092729464593,0.0037499565532434554,0.06011853084264013,0.2665714984855768,118.44903952571677,151.17727272727276,GA,NE
Rv2142c,-,hypothetical protein Rv2142c ,13,13,True,0.5066912887265222,0.04559092059139081,0.35743842158159256,0.021489119745957123,-0.1492528671449297,0.09398712757264514,346.85932617890194,292.9846153846154,GA,GA
Rv2143,-,hypothetical protein Rv2143 ,15,15,True,0.5194336556706833,0.025311532987271356,0.4524292918839152,0.0012878118480952373,-0.06700436378676816,0.4325232570136166,158.44703000162025,222.46666666666667,GA,GA
Rv2144c,-,Probable transmembrane protein ,5,5,True,0.5351595771107317,0.222025363511041,0.7160850744251887,0.0035102542593306125,0.18092549731445695,0.509157397155577,90.49182596116208,209.57999999999998,GA,GA
Rv2145c,wag31,CONSERVED HYPOTHETICAL PROTEIN WAG31 ,12,1,False,,,,,,,,6.483333333333333,ES/ESD,ES
Rv2146c,-,Possible conserved transmembrane protein ,1,1,True,0.3652002379157233,0.7459566418123009,0.4439823584412593,0.47525981757958774,0.07878212052553596,,78.5134809441292,91.2,NE,Uncertain
Rv2147c,-,hypothetical protein Rv2147c ,20,8,True,0.2996791214906769,0.4840424353476336,0.07096062941610777,0.795097235270678,-0.22871849207456912,0.28086583697116746,113.50176463740134,280.0333333333333,NE,ES
Rv2148c,-,hypothetical protein Rv2148c ,9,8,True,-0.14924052533388457,0.6883219946919069,0.03168059569264723,0.8887401109993416,0.1809211210265318,0.17777130392152854,51.547662335937346,73.73333333333335,NE,NE
Rv2149c,yfiH,conserved hypothetical protein YfiH ,7,7,True,0.33930790828020446,0.3776090312998342,0.5966745292023239,0.004055320933102589,0.2573666209221194,0.14396861215938953,73.68142619475331,162.91428571428574,GA,NE
Rv2150c,ftsZ,cell division protein FtsZ ,8,0,False,,,,,,,,0.0,ES/ESD,ES
Rv2151c,ftsQ,POSSIBLE CELL DIVISION PROTEIN FTSQ ,8,3,False,,,,,,,,13.4125,ES/ESD,ES
Rv2152c,murC,UDP-N-acetylmuramate--L-alanine ligase ,14,2,False,,,,,,,,0.14285714285714285,ES/ESD,ES
Rv2153c,murG,N-acetylglucosaminyl transferase ,14,1,False,,,,,,,,0.0071428571428571435,ES/ESD,ES
Rv2154c,ftsW,FtsW-like protein FtsW ,18,4,False,,,,,,,,10.855555555555558,ES/ESD,ESD
Rv2155c,murD,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase ,21,1,False,,,,,,,,0.023809523809523808,ES/ESD,ES
Rv2156c,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase ,12,0,False,,,,,,,,0.0,ES/ESD,ES
Rv2157c,murF,"Probable UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate- D-alanyl-D-alanyl ligase MurF ",10,0,False,,,,,,,,0.0,Uncertain,ES
Rv2158c,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase ",11,0,False,,,,,,,,0.0,ES/ESD,ES
Rv2159c,-,hypothetical protein Rv2159c ,5,5,True,0.4552169358780019,0.31377072272070866,0.10748686540767671,0.7084017647046995,-0.34773007047032517,0.18015724846068523,103.06372738349587,121.0,NE,NE
Rv2160A,-,hypothetical protein Rv2160A ,2,2,True,0.19723837001298258,0.8049978829161134,0.3436983176389467,0.4317255286740304,0.14645994762596412,0.8639921766638388,56.791015516383794,93.8,NE,NE
Rv2160c,-,hypothetical protein Rv2160c ,3,3,True,-0.436792078624438,0.47005265350841596,0.11837975031756869,0.7548520210312211,0.5551718289420067,0.2571511920413521,25.259030474367705,35.93333333333333,NE,NE
Rv2161c,-,hypothetical protein Rv2161c ,9,9,True,0.38781812903060614,0.23867028245531186,0.41026190939950996,0.028571222405929485,0.02244378036890382,0.8959587639281908,108.83758280432613,200.89999999999998,GA,NE
Rv2162c,PE_PGRS38,PE-PGRS FAMILY PROTEIN ,14,13,True,-0.10013310416739399,0.7407026344377495,0.10345739291608778,0.5392027175900422,0.20359049708348176,0.012521075002828749,54.853692908523534,72.32857142857144,NE,NE
Rv2163c,pbpB,Probable penicillin-binding membrane protein pbpB ,30,4,False,,,,,,,,3.0766666666666667,ES/ESD,ESD
Rv2164c,-,PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN ,10,2,False,,,,,,,,3.07,ES/ESD,GD
Rv2165c,mraW,S-adenosyl-methyltransferase MraW ,19,15,True,-1.0861240020178649,5.301404180170741e-08,-0.8928432193957535,2.3190962817552556e-12,0.19328078262211135,0.006021952617915092,3.8559633377477933,5.55625,GD,GD
