#Command: python3 Fitness_Esimation.py H37RvBD1_TTN.csv H37RvBD1_hmm_np.csv H37RvBD1.pickle H37RvBD1.prot_table H37RvBD1_Gumbel_predictions.txt
#Gumbel/Bernoulli Calls: Calls from the Gumbel Analysis. Genes found to be significant through Bernoulli when all sites have 0 insertions are labeled EB
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are determined to be ES and those labeled EB by Gumbel are determined to be ESB
#Gene+TTN Summary: 315ES 54ESB 731GD 1036GA 1845NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gene+TTN States,HMM+NP States,Gumbel Call
Rv1496,-,arginine/ornithine transport system ATPase ,9,9,True,0.46430498283348076,0.11245823454927602,0.15090830256329504,0.4506165549379282,-0.31339668027018575,0.02081701987252356,123.22264582886345,125.63333333333334,NE,NE,NE
Rv1497,lipL,PROBABLE ESTERASE LIPL ,17,16,True,0.16983291702515432,0.45089747243741346,0.06134848728290995,0.690994208877024,-0.10848442974224437,0.11015833922655383,106.84801435749112,123.20588235294117,NE,NE,NE
Rv1498c,-,PROBABLE METHYLTRANSFERASE ,17,16,True,0.43965489887928166,0.03236267032488944,0.3059257554490342,0.02398095191507159,-0.13372914343024744,0.04446718773656418,156.3533803692231,167.9470588235294,GA,NE,NE
Rv1498A,-,hypothetical protein Rv1498A ,3,3,True,0.9740761874806793,0.048443666741079354,0.6237636130858376,0.055470782364903694,-0.35031257439484165,0.47803087385875415,214.19555689416202,367.59999999999997,NE,GA,NE
Rv1499,-,hypothetical protein Rv1499 ,5,5,True,0.828474915881762,0.02862198301944557,0.5552212343354018,0.02665107650699131,-0.2732536815463602,0.2996832713086354,340.62830348491497,373.91999999999996,GA,GA,NE
Rv1500,-,PROBABLE GLYCOSYLTRANSFERASE ,36,28,True,-0.4361912505396324,0.0012448181333254093,-0.6780359305786223,2.7482102739883877e-15,-0.2418446800389899,1.6614616659216004e-13,160.5987142303036,114.48333333333332,GD,NE,NE
Rv1501,-,hypothetical protein Rv1501 ,34,31,True,-0.24171074002555018,0.10837181660253624,-0.48568951095083857,7.842518662574722e-08,-0.24397877092528839,1.8575141425003494e-12,42.39155546293815,40.37941176470588,GD,NE,NE
Rv1502,-,hypothetical protein Rv1502 ,33,28,True,-0.46263348580156255,0.0010196339777393296,-0.5569703156654283,8.12666247882839e-10,-0.09433682986386577,0.0035459533215631295,26.972421955093388,27.90909090909091,GD,NE,NE
Rv1503c,-,hypothetical protein Rv1503c ,18,18,True,0.31780727695315003,0.12527746708912185,0.045994849960610235,0.7595013922223628,-0.2718124269925398,2.9193428915463476e-05,210.26891957841323,180.8166666666667,NE,NE,NE
Rv1504c,-,hypothetical protein Rv1504c ,13,13,True,0.6092586805646508,0.00819504657301443,0.35341676667592337,0.022516492774830383,-0.25584191388872746,0.0043171128753700504,233.66311538425254,244.66153846153844,GA,NE,NE
Rv1505c,-,hypothetical protein Rv1505c ,27,21,True,-0.5455926182736801,0.0004045575861319695,-0.7477365652666511,4.939264346159305e-14,-0.202143946992971,1.213985561387199e-06,45.92080289953506,52.12962962962964,GD,NE,NE
Rv1506c,-,hypothetical protein Rv1506c ,20,17,True,-0.48539845811108745,0.009086247672218863,-0.8835688295162359,1.4694574290561625e-14,-0.3981703714051485,1.0752049944828812e-09,57.067236209119855,34.765,GD,NE,NE
Rv1507c,-,hypothetical protein Rv1507c ,26,23,True,-0.7012993597023728,4.040638788158522e-06,-0.9113439447628405,8.31346645645935e-20,-0.21004458506046775,1.37165689529578e-06,21.40768296784908,16.749999999999996,GD,NE,NE
Rv1507A,-,hypothetical protein Rv1507A ,18,14,True,-0.3746839562206853,0.0651531798888641,-0.5450898812165383,1.6714892366962367e-05,-0.17040592499585305,0.006178163281543283,44.341107420813294,55.83888888888889,GD,NE,NE
Rv1508c,-,Probable membrane protein ,44,44,True,0.5937824203133809,2.885852921600793e-07,0.5150910816629264,4.237557442874918e-11,-0.07869133865045452,0.0009373479040971263,163.05208134520552,218.41136363636363,GA,NE,U
Rv1508A,-,hypothetical protein Rv1508A ,13,13,True,0.21728661185848924,0.3928207010366563,0.11210068950635424,0.5048784566596163,-0.105185922352135,0.2615785329382597,98.13881512050807,84.6846153846154,NE,NE,NE
Rv1509,-,hypothetical protein Rv1509 ,21,18,True,-0.4082222749226627,0.026918688136871906,-0.35080030434063736,0.003474583240295169,0.05742197058202536,0.32343951206192717,42.662434868560936,51.07619047619047,GD,NE,NE
Rv1510,-,conserved probable membrane protein ,23,23,True,0.645515560168557,9.229298958209287e-05,0.6310569048072717,7.3214291157059986e-09,-0.014458655361285322,0.8238588682530517,176.24605594163327,211.4173913043478,GA,NE,U
Rv1511,gmdA,"GDP-D-mannose dehydratase gmdA (GDP-mannose 4,6 dehydratase) (GMD) ",20,18,True,0.4274295005509663,0.023569873541228085,0.297576345915001,0.016838830381767325,-0.1298531546359653,0.01971618525778371,199.8756427863813,183.585,GA,NE,NE
Rv1512,epiA,probable nucleotide-sugar epimerase epiA ,13,11,True,-0.4013664265940388,0.09853984884188939,-0.4236677772295168,0.005578249495169601,-0.022301350635478,0.8444291659893064,41.76315204075393,34.9923076923077,GD,NE,NE
Rv1513,-,hypothetical protein Rv1513 ,7,6,True,-0.3971716036774467,0.24118155074945447,-0.6364243052613805,0.0021143108036928634,-0.2392527015839338,0.18011742876490644,27.745124355869027,21.21428571428571,GD,NE,NE
Rv1514c,-,hypothetical protein Rv1514c ,19,16,True,-0.37405399527443955,0.05758961202286826,-0.3424418796925549,0.006823367322309042,0.03161211558188465,0.6739223355630456,32.882854745991246,43.526315789473685,GD,NE,NE
Rv1515c,-,hypothetical protein Rv1515c ,18,15,True,-0.4236678280707631,0.034075778582584815,-0.3006756644092206,0.022414637903085625,0.12299216366154248,0.04993878462925407,30.336192566298703,43.205555555555556,GD,NE,NE
Rv1516c,-,probable sugar transferase ,11,10,True,-0.01534549227355071,0.9609279045750206,-0.02383691031819264,0.905649384042968,-0.008491418044641931,0.9535238560410714,43.5839879676704,51.13636363636363,NE,NE,NE
Rv1517,-,hypothetical protein Rv1517 ,15,12,True,-0.47981647520905824,0.028073333375934553,-0.2164694161821738,0.14191434465974329,0.26334705902688443,0.0006864626883946974,21.296242891354815,51.7,NE,NE,NE
Rv1518,-,hypothetical protein Rv1518 ,13,12,True,-0.12597284922037968,0.6316974111288194,-0.271944275672028,0.08323395682134661,-0.14597142645164832,0.1045985022008172,52.46418177239063,56.43076923076924,NE,NE,NE
Rv1519,-,hypothetical protein Rv1519 ,3,3,True,0.26785582199692926,0.6238341440177828,0.29568674358525165,0.38742374390255085,0.0278309215883224,0.9621357418535447,87.16823077690589,154.20000000000002,NE,NE,NE
Rv1520,-,probable sugar transferase ,26,26,True,0.5765453635073309,0.0002258293056388965,0.4993104302691968,1.60252788464436e-06,-0.07723493323813407,0.07268274168078188,177.3624090950598,222.9653846153846,GA,NE,U
Rv1521,fadD25,acyl-CoA synthetase ,39,38,True,0.10509041101915627,0.4803480663791822,-0.032384256641078794,0.7518787729732206,-0.13747466766023506,5.483860319547654e-07,106.41625104513183,106.82051282051282,NE,NE,NE
Rv1522c,mmpL12,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL12 ,52,48,True,0.08874096521351765,0.4929026014275754,0.02185853900974209,0.8061374289588183,-0.06688242620377556,0.0008113581184660323,103.34819234942354,117.38846153846151,NE,NE,NE
Rv1523,-,Probable methyltransferase ,21,21,True,0.40040294488688477,0.03021124483001899,0.20590960109987078,0.09668456066736429,-0.194493343787014,0.0002570086450425636,163.48438384917822,155.70000000000002,NE,NE,U
Rv1524,-,Probable glycosyltransferase ,14,14,True,-0.15809549752926705,0.5281472090395288,-0.15654457617451575,0.31810956116714195,0.0015509213547512946,0.9881905070023684,36.35369029922392,44.892857142857146,NE,NE,NE
Rv1525,wbbL2,POSSIBLE RHAMNOSYL TRANSFERASE WBBL2 ,22,17,True,-0.7093127300349478,2.164557574141403e-05,-0.689828161331378,5.002990449889657e-10,0.019484568703569738,0.7674131539125111,19.995566113980637,19.87727272727273,GD,NE,NE
Rv1526c,-,Probable glycosyltransferase ,19,16,True,-0.033893499494188135,0.8858402600877698,-0.24965365769356596,0.05343819258525799,-0.21576015819937783,0.0002910969201594974,78.92800756147771,79.55789473684212,NE,NE,NE
Rv1527c,pks5,Probable polyketide synthase pks5 ,100,94,True,0.022174399917676335,0.8248271821911284,0.010115269234049535,0.8784725895504456,-0.0120591306836268,0.31592323414491796,74.12666475914097,88.98099999999998,NE,NE,NE
Rv1528c,papA4,PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA4 ,7,7,True,0.3142655229538899,0.36025461531363856,-0.13425837707666102,0.5619073056677062,-0.44852390003055087,0.015529932845665733,192.6068550959403,151.82857142857142,NE,NE,NE
Rv1529,fadD24,acyl-CoA synthetase ,37,35,True,-0.21678645722126325,0.1349476554429953,-0.3476374097356306,9.205893026646411e-05,-0.13085095251436737,5.4137114860246155e-06,57.663705138970975,53.129729729729725,GD,NE,NE
Rv1530,adh,Probable alcohol dehydrogenase adh ,26,25,True,-0.32629202811256086,0.05213354717042208,-0.2175137177917632,0.04863132618464159,0.10877831032079766,0.009407919116881812,23.02300832249207,34.21153846153846,GD,NE,NE
Rv1531,-,hypothetical protein Rv1531 ,8,7,True,-0.29211769945466426,0.3634169845587245,-0.4172519182708009,0.035517541241434955,-0.12513421881613662,0.44763670060704663,42.43999327804172,47.537499999999994,GD,NE,NE
Rv1532c,-,hypothetical protein Rv1532c ,6,6,True,0.24639025564055167,0.5204026287255842,0.20177453337370568,0.4049420379556156,-0.044615722266845986,0.8601424261127399,69.72676942132743,87.48333333333333,NE,NE,NE
Rv1533,-,hypothetical protein Rv1533 ,11,10,True,0.002497638844621916,0.9930325222889281,0.1303641529047776,0.4721814685232439,0.12786651406015567,0.24820660775380726,40.09033687851356,82.91818181818182,NE,NE,NE
Rv1534,-,Probable transcriptional regulator ,17,17,True,0.021924788512360453,0.9304886926708765,0.07997819740250699,0.5936462246623333,0.058053408890146534,0.4425398968646756,41.723180901974054,60.00588235294117,NE,NE,NE
Rv1535,-,hypothetical protein Rv1535 ,5,5,True,0.7769666663441727,0.04109695202272659,0.49292230087880756,0.05049220235160635,-0.2840443654653651,0.28008583108762874,206.20140610113782,245.72000000000003,NE,NE,NE
Rv1536,ileS,isoleucyl-tRNA synthetase ,79,4,True,-1.7989357583305157,3.94033699221189e-111,-1.8373763850099116,1.2623578972398696e-236,-0.03844062667939596,0.003349949179804422,0.027556122543076104,0.026582278481012658,GD,ES,U
Rv1537,dinX,DNA polymerase IV ,14,14,True,0.12506487893122917,0.6224003998350515,0.13342624619387072,0.4004852470367523,0.008361367262641556,0.9424123975308464,45.223522568763826,63.72857142857144,NE,NE,NE
Rv1538c,ansA,Probable L-aparaginase ansA ,14,14,True,0.07161573367238984,0.787572864279744,0.16066935179060976,0.30449261022863683,0.08905361811821992,0.31048915099950164,39.46784904374547,61.17857142857144,NE,NE,NE
Rv1539,lspA,lipoprotein signal peptidase ,9,7,True,-0.7394872598351367,0.007472186826032142,-0.6820345235815927,0.00015416517958915786,0.05745273625354408,0.7225949131634731,13.343082247228404,19.733333333333334,GD,GD,NE
Rv1540,-,CONSERVED HYPOTHETICAL PROTEIN MEMBER OF yabO/yceC/yfiI FAMILY ,14,12,True,-1.2199545607513764,1.409688966210735e-09,-1.031499805788326,5.3297087375668884e-14,0.18845475496305042,0.021485968507217658,9.787556718332555,2.057142857142857,GD,GD,NE
Rv1541c,lprI,Possible lipoprotein lprI ,9,9,True,0.405793709132451,0.170930741768409,0.3544750644380349,0.05934531027633091,-0.051318644694416105,0.752281551978003,85.18690605177805,139.12222222222223,NE,NE,NE
Rv1542c,glbN,Probable hemoglobin glbN ,8,8,True,0.5164392029756179,0.0952921404367885,0.30713347845385114,0.12770949594269018,-0.2093057245217667,0.1749388596701117,116.24650569537093,149.65,NE,NE,NE
Rv1543,-,POSSIBLE FATTY ACYL-CoA REDUCTASE ,15,14,True,0.6687428771073778,0.0014132692573998562,0.5615122144140451,5.3789242924037646e-05,-0.1072306626933327,0.1749388596701117,235.95187776794154,258.28666666666663,GA,NE,NE
Rv1544,-,Possible ketoacyl reductase ,11,10,True,0.3884451727400174,0.14471248544669643,0.4330333287784417,0.009503818731701799,0.04458815603842431,0.7349215668587141,121.19611908145171,175.42727272727274,GA,NE,NE
Rv1545,-,hypothetical protein Rv1545 ,4,4,True,-0.013532406750983923,0.9788333038510338,0.3388891477367903,0.24208925678800813,0.35242155448777424,0.3014868583943249,69.80278536312764,145.5,NE,NE,S
Rv1546,-,hypothetical protein Rv1546 ,6,6,True,0.5189692589006786,0.1502696927357455,0.48134538898725937,0.035687439503940065,-0.037623869913419206,0.8846654839691049,128.4596338904158,181.5666666666667,GA,NE,NE
Rv1547,dnaE,DNA polymerase III subunit alpha ,49,4,False,,,,,,,,7.538775510204081,ES,ES,E
Rv1548c,PPE21,PPE FAMILY PROTEIN ,43,41,True,0.016165067083978756,0.9189853924042308,0.24083856120083125,0.004193662153686716,0.2246734941168525,0.0,67.54382786014615,101.10232558139536,GA,NE,NE
Rv1549,fadD11.1,POSSIBLE FATTY-ACID-CoA LIGASE FADD11.1 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) ,4,4,True,0.07697590974986555,0.881497937241769,0.2024283660473151,0.5036502363677311,0.12545245629744955,0.7396027368908712,91.55439562683681,190.125,NE,NE,NE
Rv1550,fadD11,PROBABLE FATTY-ACID-CoA LIGASE FADD11 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) ,28,27,True,0.42176627617036216,0.007078396914258635,0.2573926995145125,0.014367050480765878,-0.16437357665584967,2.439947868620937e-05,157.94767554530753,157.33214285714288,GA,NE,NE
Rv1551,plsB1,glycerol-3-phosphate acyltransferase ,33,32,True,0.05449030187015291,0.7509095906553181,-0.062285306657410826,0.5592739484093817,-0.11677560852756375,0.00029626715197492344,74.52398320609394,81.85757575757576,NE,NE,NE
Rv1552,frdA,fumarate reductase flavoprotein subunit ,41,39,True,-0.07956332603422427,0.5927535202204319,-0.0100911703445272,0.9236510995911621,0.06947215568969707,0.007450520203204491,39.254053009678735,54.30487804878049,NE,NE,NE
Rv1553,frdB,PROBABLE FUMARATE REDUCTASE ,14,13,True,0.2563736871196832,0.28653565934952746,0.1849926215297021,0.23110720022108122,-0.07138106558998111,0.4381474124310381,106.05840125363518,122.24999999999999,NE,NE,NE
Rv1554,frdC,PROBABLE FUMARATE REDUCTASE ,10,10,True,0.24175956430907553,0.40607122451267574,0.23149868958005954,0.20390293258601855,-0.01026087472901599,0.9511244824594294,90.96591597712349,107.71,NE,NE,NE
Rv1555,frdD,fumarate reductase subunit D ,5,5,True,0.7632548305117353,0.045597751478396106,0.33287134006160674,0.19665078873830302,-0.4303834904501285,0.10450080322593829,169.46082522916703,234.64000000000001,NE,NE,NE
Rv1556,-,Possible regulatory protein ,15,15,True,0.44785176633389434,0.04153865455093348,0.47544045632930915,0.0007191378630568672,0.027588689995414806,0.7772450484873045,80.46785145319633,140.1533333333333,GA,NE,NE
Rv1557,mmpL6,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL6 ,21,20,True,0.29663349110437714,0.12138306963681983,0.23294785841455942,0.058830955254607034,-0.06368563268981772,0.2659952203045455,155.75199572851557,169.6761904761905,NE,NE,NE
Rv1558,-,hypothetical protein Rv1558 ,10,10,True,0.5828963108719272,0.029377005740663976,0.34430934180455847,0.053263705394405406,-0.2385869690673687,0.044288240153191744,204.08666787859832,225.61999999999998,NE,NE,NE
Rv1559,ilvA,threonine dehydratase ,27,3,True,-1.704835233457094,1.6484103415472085e-34,-1.8075341570863672,6.112516059701084e-79,-0.10269892362927324,0.010836305211054253,1.3947423015924483,4.055555555555555,GD,ES,U
Rv1560,-,hypothetical protein Rv1560 ,3,3,True,-0.290979172854311,0.5967021459690708,-0.677716795259666,0.036500048938738615,-0.386737622405355,0.4306402872272601,132.01922395570767,17.833333333333332,GD,NE,S
Rv1561,-,hypothetical protein Rv1561 ,9,9,True,0.3276293438721605,0.2751479573009621,0.24559506127087255,0.20058465109606813,-0.08203428260128792,0.5931214665727402,49.82601696727577,81.66666666666667,NE,NE,NE
Rv1562c,treZ,Maltooligosyltrehalose trehalohydrolase TreZ ,37,33,True,-0.24019053618824232,0.09534417394812303,-0.29420910024341784,0.001045893735450381,-0.05401856405517552,0.07124280683363467,32.72517665390158,42.002702702702706,GD,NE,NE
Rv1563c,treY,Maltooligosyltrehalose synthase TreY ,35,28,True,-0.660243708937084,3.6349211316679584e-07,-0.5967514226661292,8.128525177648026e-12,0.06349228627095471,0.042724262005219435,17.882799134473526,24.208571428571428,GD,NE,NE
Rv1564c,treX,Probable Maltooligosyltrehalose synthase TreX ,49,46,True,-0.28286412791361193,0.01857898706964197,-0.29997752278659234,0.00010201736348728459,-0.017113394872980414,0.5237662194225619,58.43644462026275,63.04489795918368,GD,NE,NE
Rv1565c,-,hypothetical protein Rv1565c ,46,46,True,0.5513287576741898,1.2608747009678592e-06,0.44666542746164567,7.0817638648261026e-09,-0.10466333021254409,3.984895753848607e-06,197.1384063946334,200.3934782608696,GA,NE,U
Rv1566c,-,Possible inv protein ,11,11,True,0.6070125401787348,0.016331143257429747,0.5696745459765558,0.0005110226238174102,-0.03733799420217909,0.7803282992270401,164.22797374600992,177.84545454545454,GA,GA,NE
Rv1567c,-,Probable hypothetical membrane protein ,10,10,True,0.8448126092394576,0.0009411581656835546,0.7117831853135782,2.7315826990096597e-05,-0.13302942392587935,0.28206086526639734,453.7936603846941,475.85,GA,GA,NE
Rv1568,bioA,adenosylmethionine--8-amino-7-oxononanoate transaminase ,16,16,True,0.21933273446785667,0.3333253130202192,0.2518982254856841,0.07476345372913443,0.03256549101782741,0.7172396772068963,70.26446694741296,126.46875,NE,NE,NE
Rv1569,bioF1,8-amino-7-oxononanoate synthase ,7,7,True,0.21140459631781153,0.5512136211676636,0.30289464963905427,0.1611327965889495,0.09149005332124274,0.6568860284995522,72.48065286954292,81.75714285714287,NE,NE,NE
Rv1570,bioD,dithiobiotin synthetase ,2,2,True,0.1272889416256879,0.8605822176964296,0.39290665999998436,0.3455229175512843,0.2656177183742965,0.7528122674312482,39.61676552299522,77.3,NE,NE,S
Rv1571,-,hypothetical protein Rv1571 ,3,2,True,-0.8217795392835886,0.10475191984639108,-0.5613355381434437,0.08565568291033182,0.2604440011401449,0.6024055188799055,25.87134367992307,11.700000000000001,NE,Uncertain,NE
Rv1572c,-,hypothetical protein Rv1572c ,1,1,True,0.3973772898404651,0.6799392900665426,0.18444291166416366,0.7698679859903585,-0.21293437817630145,,42.5026266321843,80.8,NE,Uncertain,S
Rv1573,-,Probable phiRV1 phage protein ,1,1,True,-0.9106532644256311,0.3130154199028869,-0.1425299738611718,0.8248523765916961,0.7681232905644593,,9.481152839899064,3.5,NE,Uncertain,S
Rv1574,-,Probable phiRV1 phage related protein ,3,3,True,0.05707650341879096,0.9245351015106206,0.33117513517703523,0.328132246650478,0.2740986317582443,0.5837117960579075,22.545683748313667,50.166666666666664,NE,NE,S
Rv1575,-,Probable phiRV1 phage protein ,8,7,True,-0.6577982598737675,0.027851516563735183,-0.7110310910342739,0.0002068850728771805,-0.053232831160506366,0.7734831862626048,20.664345054050347,18.25,GD,NE,NE
Rv1576c,-,Probable phiRV1 phage protein ,10,5,True,-1.4988198617278938,2.843802387579338e-10,-1.3562706006390852,4.2083209782666626e-17,0.1425492610888086,0.24462307833558788,1.6467406051300721,2.15,GD,GD,NE
Rv1577c,-,Probable phiRv1 phage protein ,8,6,True,-1.1194297780961924,5.953701859890533e-05,-1.009000854884404,5.775834922127957e-08,0.11042892321178832,0.5139996067177457,6.494505458665795,5.125,GD,GD,NE
Rv1578c,-,Probable phiRv1 phage protein ,4,3,True,-0.7194583043682007,0.10040191974667234,-0.7994201281250414,0.0037018313244143054,-0.07996182375684069,0.83666477981259,23.732163493926592,21.175,GD,NE,NE
Rv1579c,-,Probable phiRv1 phage protein ,4,4,True,0.14833825890370006,0.7635132625708513,0.06504781456443194,0.8411278210302737,-0.08329044433926812,0.8307404539478649,116.48338190680295,74.45,NE,NE,S
Rv1580c,-,Probable phiRv1 phage protein ,5,5,True,0.6559139215961779,0.0935672203333625,0.6458225339481845,0.009059513549167291,-0.010091387647993444,0.9755493165615083,133.4306005869237,251.49999999999994,GA,NE,NE
Rv1581c,-,Probable phiRv1 phage protein ,7,7,True,0.2217282777374041,0.5316487916285012,0.18825866352100096,0.40130851534004824,-0.033469614216403154,0.8797443262210047,101.18318771482575,126.6,NE,NE,NE
Rv1582c,-,Probable phiRv1 phage protein ,33,29,True,-0.41930844232368586,0.003371555921504546,-0.29218801555290724,0.0022205650773928815,0.12712042677077862,8.417290956713243e-05,32.36718890896807,45.303030303030305,GD,NE,NE
Rv1583c,-,Probable phiRv1 phage protein ,5,5,True,0.20008225461438248,0.6380459214061851,0.037153731045073336,0.9010852330437957,-0.16292852356930915,0.5637495163663574,49.8781695102347,69.78,NE,NE,NE
Rv1584c,-,Possible phiRv1 phage protein ,3,3,True,0.3013782092001363,0.581934992420545,0.1143627441101044,0.7562715250818675,-0.18701546509003192,0.7176482790230653,58.815099537887185,134.53333333333333,NE,NE,S
Rv1585c,-,Possible phage phiRv1 protein ,10,8,True,-0.7936322292977964,0.0020912815872103064,-0.7364018621831407,1.3411656428092046e-05,0.05723036711465568,0.6915999632797479,21.201931756790326,16.310000000000002,GD,NE,NE
Rv1586c,-,Probable phiRv1 integrase ,17,15,True,-0.003401644507349738,0.9881195965837313,0.017298934860196263,0.9148469659278124,0.020700579367546,0.813268015759064,85.34414211188628,112.61764705882354,NE,NE,NE
Rv1587c,-,Partial REP13E12 repeat protein ,15,15,True,0.2806926951665381,0.22446774866086244,0.1522547979266589,0.3146348903849926,-0.1284378972398792,0.09548178775064663,87.0801314026177,106.19333333333334,NE,NE,NE
Rv1588c,-,Partial REP13E12 repeat protein ,11,8,True,-0.292401902954517,0.2811214156315692,0.04034730213728298,0.836350153783973,0.3327492050918,0.0025146090729706964,43.99481514790488,72.65454545454546,NE,NE,NE
Rv1589,bioB,biotin synthase ,11,11,True,0.3405191049119536,0.20592024121180244,0.41246391145639516,0.013871711011033322,0.07194480654444158,0.5599629391618213,121.2487835216862,157.1818181818182,GA,NE,NE
Rv1590,-,hypothetical protein Rv1590 ,3,3,True,0.4127053494064087,0.44002006135829047,0.2343177028285657,0.5025889441133721,-0.17838764657784298,0.730696575697276,262.5806984403218,177.4333333333333,NE,NE,S
Rv1591,-,PROBABLE TRANSMEMBRANE PROTEIN ,9,9,True,0.5615348393880036,0.048835980731531926,0.2533996118806992,0.18555670166177854,-0.30813522750730443,0.02266584138595561,325.711059991676,275.7555555555556,NE,NE,NE
Rv1592c,-,hypothetical protein Rv1592c ,25,24,True,0.058766649695775476,0.7654281788927688,0.037170589240407045,0.7679952462109884,-0.02159606045536843,0.705918450384367,80.82011128757489,85.03200000000001,NE,NE,NE
Rv1593c,-,hypothetical protein Rv1593c ,12,12,True,0.31212976703644285,0.22692260173227463,0.15791764874586064,0.3541932756245924,-0.1542121182905822,0.11700940225546566,86.29053502852959,124.16666666666667,NE,NE,NE
Rv1594,nadA,quinolinate synthetase ,10,2,False,,,,,,,,0.1,ES,ES,E
Rv1595,nadB,L-aspartate oxidase ,24,3,False,,,,,,,,0.10416666666666667,ES,ES,E
Rv1596,nadC,nicotinate-nucleotide pyrophosphorylase ,15,4,False,,,,,,,,34.973333333333336,ES,ES,E
Rv1597,-,hypothetical protein Rv1597 ,12,12,True,0.32311642503981014,0.2104540527312986,0.3537987169723934,0.028554437612136333,0.03068229193258326,0.8020067002470265,80.72429544232513,125.19166666666666,GA,NE,NE
Rv1598c,-,hypothetical protein Rv1598c ,9,9,True,0.28708318293992846,0.342928157594019,0.46833469920557885,0.011272784786960416,0.1812515162656504,0.18090719973878874,78.21450818718745,120.23333333333332,GA,NE,NE
Rv1599,hisD,histidinol dehydrogenase ,17,2,False,,,,,,,,0.03529411764705882,ES,ES,E
Rv1600,hisC1,histidinol-phosphate aminotransferase ,26,1,True,-1.7633728603627234,1.5685124739508832e-35,-1.6772009933884693,8.603230925606037e-66,0.08617186697425416,0.04312135225572468,-0.045946942833476154,0.37307692307692303,GD,ES,U
Rv1601,hisB,imidazoleglycerol-phosphate dehydratase ,15,2,False,,,,,,,,0.020000000000000004,ES,ES,E
Rv1602,hisH,imidazole glycerol phosphate synthase subunit HisH ,11,2,False,,,,,,,,1.2545454545454544,ES,ES,E
Rv1603,hisA,1-(5-phosphoribosyl)-5-,10,2,False,,,,,,,,0.99,ES,ES,E
Rv1604,impA,PROBABLE INOSITOL-MONOPHOSPHATASE IMPA (IMP) ,13,12,True,-0.10309706960626051,0.7007230945466224,-0.087252025402448,0.6121517567724343,0.01584504420381251,0.8933288076314981,33.61021227462157,54.800000000000004,NE,NE,NE
Rv1605,hisF,imidazole glycerol phosphate synthase subunit HisF ,7,2,True,-1.7594273597444665,6.089752951545304e-10,-1.622285596760971,3.617682243898027e-17,0.13714176298349545,0.4741812730439744,0.08452319631904052,0.08571428571428572,GD,ES,NE
Rv1606,hisI,phosphoribosyl-AMP cyclohydrolase ,9,3,True,-1.4896624070347115,3.296657187950637e-09,-1.4934487398314436,1.5243829630780411e-18,-0.003786332796732017,0.9827283890426982,3.3945673007845767,6.877777777777778,GD,ES,NE
Rv1607,chaA,Probable ionic transporter integral membrane protein chaA ,10,10,True,0.18414324626798687,0.5348354015634471,0.22142747991664607,0.2259080841587373,0.03728423364865921,0.7995680645809328,63.079622294384436,81.43,NE,NE,NE
Rv1608c,bcpB,Probable peroxidoxin BcpB ,8,8,True,-0.05437248385229304,0.881497937241769,0.3425411777845675,0.08720743277757852,0.39691366163686054,0.011887926219292112,41.58222032657332,74.675,NE,NE,NE
Rv1609,trpE,anthranilate synthase component I ,25,1,False,,,,,,,,0.02,ES,ES,E
Rv1610,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,6,4,True,-1.3723501765058932,1.7241036852376443e-05,-1.2758007323629978,1.978143238057505e-09,0.09654944414289535,0.69309391141774,16.924146893527396,15.766666666666666,GD,ES,NE
Rv1611,trpC,indole-3-glycerol-phosphate synthase ,12,2,False,,,,,,,,0.09166666666666667,ES,ES,E
Rv1612,trpB,tryptophan synthase subunit beta ,18,1,False,,,,,,,,0.03333333333333333,ES,ES,E
Rv1613,trpA,tryptophan synthase subunit alpha ,19,2,True,-1.7185103551650989,8.167758314418025e-25,-1.5334332721633717,1.6445550751535694e-40,0.1850770830017272,0.0016567982788812776,0.11107153194569397,0.41052631578947374,GD,ES,U
Rv1614,lgt,prolipoprotein diacylglyceryl transferase ,27,4,True,-1.5995789492287067,1.9031867080071092e-30,-1.6678573343394107,1.308726980828263e-67,-0.06827838511070405,0.10376768862076231,15.153257125573202,15.233333333333334,GD,ESD,U
Rv1615,-,Probable hypothetical membrane protein ,9,8,True,0.10682334949148918,0.7433983631066058,0.1763334450015938,0.37084916962563247,0.06951009551010463,0.6639736338646303,57.95882042154488,72.56666666666668,NE,NE,NE
Rv1616,-,hypothetical protein Rv1616 ,12,11,True,0.1895466917737316,0.4801339638933638,0.35405871533663913,0.028436553904772476,0.16451202356290753,0.09133632183278254,63.53031219477976,101.78333333333335,GA,NE,NE
